Country,Week,Setting,Variable,Category,Mean,SE,Q25,Q50,Q75
US,W13,1-Overall,Age group,60y+,2.513821546,0.091589569,1,2,3
US,W14,1-Overall,Age group,18-29y,3.820095037,0.367079699,1,2,4
US,W14,1-Overall,Age group,30-39y,4.255989719,0.374763148,1,3,5
US,W14,1-Overall,Age group,40-49y,4.066240483,0.35789861,1,3,4
US,W14,1-Overall,Age group,50-59y,3.930221693,0.25147128,1,2.04397176,5
US,W14,1-Overall,Age group,60y+,2.596039587,0.10867513,1,2,3
US,W13,1-Overall,HH size,1p,3.408498986,0.463701161,0,1,4
US,W13,1-Overall,HH size,2p,3.153867396,0.175875026,1,2,3
US,W13,1-Overall,HH size,3p,4.390190768,0.279091034,2,3,5
US,W13,1-Overall,HH size,4p,5.173040596,0.324754939,3,3,6
US,W13,1-Overall,HH size,5p,5.729709896,0.748211568,4,4,6
US,W13,1-Overall,HH size,6p+,5.319983923,1.086022769,2,4,7
US,W14,1-Overall,HH size,1p,2.206993229,0.224540724,0,1,3
US,W14,1-Overall,HH size,2p,3.371448852,0.213808919,1,2,4
US,W14,1-Overall,HH size,3p,4.096373389,0.296699314,2,3,5
US,W14,1-Overall,HH size,4p,4.893216256,0.281040069,3,3,5
US,W14,1-Overall,HH size,5p,5.159516491,0.426068518,4,4,5
US,W14,1-Overall,HH size,6p+,2.71842013,0.655844394,0,2,4
US,W13,2-Home,Sex,Females,1.700991421,0.030641436,1,1,3
US,W13,2-Home,Sex,Males,1.651546716,0.04965288,1,1,3
US,W14,2-Home,Sex,Females,1.663544201,0.030851702,1,1,3
US,W14,2-Home,Sex,Males,1.430389641,0.053964399,1,1,2
US,W13,2-Home,Age group,18-29y,1.826766436,0.072596249,1,2,3
US,W13,2-Home,Age group,30-39y,2.067983185,0.07779736,1,2,3
US,W13,2-Home,Age group,40-49y,1.884041727,0.081016526,1,2,3
US,W13,2-Home,Age group,50-59y,1.609198151,0.057311516,1,1,2
US,W13,2-Home,Age group,60y+,1.197796352,0.029977803,1,1,2
US,W14,2-Home,Age group,18-29y,1.752116383,0.088489522,1,2,3
US,W14,2-Home,Age group,30-39y,1.769128083,0.072077051,1,2,3
US,W14,2-Home,Age group,40-49y,1.801747409,0.078471746,1,2,3
US,W14,2-Home,Age group,50-59y,1.523315995,0.056922877,1,1,2
US,W14,2-Home,Age group,60y+,1.242820496,0.033262195,1,1,2
US,W13,2-Home,HH size,1p,0.479175012,0.051358845,0,0,1
US,W13,2-Home,HH size,2p,1.240750677,0.021865619,1,1,1
US,W13,2-Home,HH size,3p,2.150323071,0.042242365,2,2,2
US,W13,2-Home,HH size,4p,2.875845349,0.065695128,3,3,3
US,W13,2-Home,HH size,5p,3.649149265,0.091003905,4,4,4
US,W13,2-Home,HH size,6p+,2.815205001,0.270922854,2,3,4
US,W14,2-Home,HH size,1p,0.43582278,0.043571297,0,0,1
US,W14,2-Home,HH size,2p,1.183069766,0.023846928,1,1,1
US,W14,2-Home,HH size,3p,2.116608539,0.043255266,2,2,2
US,W14,2-Home,HH size,4p,2.982816589,0.063604693,3,3,3
US,W14,2-Home,HH size,5p,3.53265365,0.111849675,4,4,4
US,W14,2-Home,HH size,6p+,1.717527025,0.455819305,0,1,3
US,W13,3-School,Sex,Females,0,0,0,0,0
US,W13,3-School,Sex,Males,0,0,0,0,0
US,W14,3-School,Sex,Females,0,0,0,0,0
US,W14,3-School,Sex,Males,0,0,0,0,0
US,W13,3-School,Age group,18-29y,0,0,0,0,0
US,W13,3-School,Age group,30-39y,0,0,0,0,0
US,W13,3-School,Age group,40-49y,0,0,0,0,0
US,W13,3-School,Age group,50-59y,0,0,0,0,0
US,W13,3-School,Age group,60y+,0,0,0,0,0
US,W14,3-School,Age group,18-29y,0,0,0,0,0
US,W14,3-School,Age group,30-39y,0,0,0,0,0
US,W14,3-School,Age group,40-49y,0,0,0,0,0
US,W14,3-School,Age group,50-59y,0,0,0,0,0
US,W14,3-School,Age group,60y+,0,0,0,0,0
US,W13,3-School,HH size,1p,0,0,0,0,0
US,W13,3-School,HH size,2p,0,0,0,0,0
US,W13,3-School,HH size,3p,0,0,0,0,0
US,W13,3-School,HH size,4p,0,0,0,0,0
US,W13,3-School,HH size,5p,0,0,0,0,0
US,W13,3-School,HH size,6p+,0,0,0,0,0
US,W14,3-School,HH size,1p,0,0,0,0,0
US,W14,3-School,HH size,2p,0,0,0,0,0
US,W14,3-School,HH size,3p,0,0,0,0,0
US,W14,3-School,HH size,4p,0,0,0,0,0
US,W14,3-School,HH size,5p,0,0,0,0,0
US,W14,3-School,HH size,6p+,0,0,0,0,0
US,W13,4-Work,Sex,Females,1.135009909,0.101211916,0,0,0
US,W13,4-Work,Sex,Males,1.936068139,0.216401492,0,0,0
US,W14,4-Work,Sex,Females,1.017364861,0.09504861,0,0,0
US,W14,4-Work,Sex,Males,1.715005518,0.227231741,0,0,0
US,W13,4-Work,Age group,18-29y,1.826238808,0.310092784,0,0,0
US,W13,4-Work,Age group,30-39y,1.905830858,0.274511303,0,0,0
US,W13,4-Work,Age group,40-49y,2.434591473,0.429291273,0,0,0.789698559
US,W13,4-Work,Age group,50-59y,1.638717814,0.197551767,0,0,0
US,W13,4-Work,Age group,60y+,0.477046868,0.068585731,0,0,0
US,W14,4-Work,Age group,18-29y,1.367986912,0.294432447,0,0,0
US,W14,4-Work,Age group,30-39y,1.738483547,0.309053416,0,0,0
US,W14,4-Work,Age group,40-49y,1.793274526,0.334253837,0,0,0
US,W14,4-Work,Age group,50-59y,1.7524942,0.24278435,0,0,0
US,W14,4-Work,Age group,60y+,0.529224505,0.086491521,0,0,0
US,W13,4-Work,HH size,1p,2.035958716,0.431498949,0,0,0
US,W13,4-Work,HH size,2p,1.163803256,0.154735777,0,0,0
US,W13,4-Work,HH size,3p,1.634892866,0.248851727,0,0,0
US,W13,4-Work,HH size,4p,1.677612035,0.278614445,0,0,0
US,W13,4-Work,HH size,5p,1.715792671,0.548684659,0,0,0
US,W13,4-Work,HH size,6p+,1.975132135,0.518344611,0,0,0
US,W14,4-Work,HH size,1p,0.968910947,0.19073639,0,0,0
US,W14,4-Work,HH size,2p,1.484552287,0.190286305,0,0,0
US,W14,4-Work,HH size,3p,1.31945028,0.276795877,0,0,0
US,W14,4-Work,HH size,4p,1.295835574,0.27567182,0,0,0
US,W14,4-Work,HH size,5p,1.094214838,0.274968954,0,0,0
US,W14,4-Work,HH size,6p+,0.960778661,0.40446698,0,0,0
US,W13,5-Community,Sex,Females,0.742764908,0.033145907,0,0,1
US,W13,5-Community,Sex,Males,0.957852399,0.061946029,0,0,2
US,W14,5-Community,Sex,Females,0.719908199,0.036524612,0,0,1
US,W14,5-Community,Sex,Males,0.86425513,0.0610873,0,0,1
US,W13,5-Community,Age group,18-29y,0.792065359,0.091655124,0,0,1
US,W13,5-Community,Age group,30-39y,0.772522463,0.081706936,0,0,1
US,W13,5-Community,Age group,40-49y,0.817170512,0.08388569,0,0,1
US,W13,5-Community,Age group,50-59y,0.966088269,0.076777227,0,0,2
US,W13,5-Community,Age group,60y+,0.924339376,0.045857227,0,0,1
US,W14,5-Community,Age group,18-29y,0.737670684,0.091104065,0,0,1
US,W14,5-Community,Age group,30-39y,0.680766169,0.074965918,0,0,1
US,W14,5-Community,Age group,40-49y,0.746051873,0.083898986,0,0,1
US,W14,5-Community,Age group,50-59y,0.866338922,0.077417273,0,0,1
US,W14,5-Community,Age group,60y+,0.838707546,0.047176524,0,0,1
US,W13,5-Community,HH size,1p,0.986514338,0.103911079,0,0,2
US,W13,5-Community,HH size,2p,0.844343066,0.051179564,0,0,1
US,W13,5-Community,HH size,3p,0.732010362,0.073161687,0,0,1
US,W13,5-Community,HH size,4p,0.846707843,0.092912516,0,0,1
US,W13,5-Community,HH size,5p,0.672904645,0.119031068,0,0,1
US,W13,5-Community,HH size,6p+,0.93017011,0.169707305,0,0,1
US,W14,5-Community,HH size,1p,0.86867418,0.081633016,0,0,1
US,W14,5-Community,HH size,2p,0.760117963,0.049092241,0,0,1
US,W14,5-Community,HH size,3p,0.766409993,0.077676655,0,0,1
US,W14,5-Community,HH size,4p,0.739241548,0.08104148,0,0,1
US,W14,5-Community,HH size,5p,0.796822754,0.183029917,0,0,1
US,W14,5-Community,HH size,6p+,0.83926386,0.162909382,0,0,1
