RespondentID,agecat,household_N,conversation_N,language,conv_no_mask,date,natcat,place_of_contact
11557590897,55-64,0,2,FR,,1-May-20,LU,-home
11557591114,45-54,1,1,FR,,1-May-20,LU,-fun
11557608494,35-44,0,5,FR,,1-May-20,LU,-work
11557611685,35-44,5 ou plus,2,FR,,1-May-20,LU,-other
11557613306,45-54,4,1,FR,,1-May-20,LU,-other
11557618767,45-54,1,0,FR,,1-May-20,LU,
11557658384,55-64,1,0,FR,,1-May-20,BE,
11557659849,45-54,4,0,FR,,1-May-20,LU,
11557697585,55-64,1,0,FR,,1-May-20,FR,
11557702809,13-17,5 ou plus,10 ou plus,FR,,1-May-20,FR,-other
11557708425,45-54,4,2,FR,,1-May-20,BE,-work
11557735915,45-54,5 ou plus,1,FR,,1-May-20,others,-home
11557764824,25-34,1,0,FR,,1-May-20,PT,
11557770385,25-34,1,1,FR,,1-May-20,LU,-other
11557817463,25-34,0,0,FR,,1-May-20,LU,-supermarket
11557862298,55-64,0,9-Jun,FR,,1-May-20,LU,-work
11557862706,35-44,5 ou plus,0,FR,,1-May-20,PT,
11557884892,35-44,5 ou plus,5,FR,,1-May-20,LU,-work
11557888925,65-74,2,1,FR,,1-May-20,BE,-home
11557909975,35-44,3,1,FR,,1-May-20,LU,-supermarket
11557919731,55-64,1,0,FR,,1-May-20,LU,-home
11557982364,35-44,0,0,FR,,1-May-20,FR,
11557989294,35-44,0,0,FR,,1-May-20,,-supermarket
11558000220,18-24,4,0,FR,,1-May-20,LU,-fun
11558005282,45-54,3,0,FR,,1-May-20,BE,-other
11558014848,35-44,0,9-Jun,FR,,1-May-20,PT,-work
11558024245,18-24,3,1,FR,,1-May-20,LU,-fun
11558030905,45-54,2,2,FR,,1-May-20,PT,-work
11558032447,35-44,3,0,FR,,1-May-20,IT,
11558054291,45-54,3,2,FR,,1-May-20,LU,-home
11558090212,35-44,1,3,FR,,1-May-20,FR,-supermarket
11558095966,55-64,3,3,FR,,1-May-20,LU,-home
11558110618,35-44,4,0,FR,,1-May-20,FR,
11558116542,35-44,1,0,FR,,1-May-20,others,
11558154816,35-44,2,0,FR,,1-May-20,LU,
11558196579,35-44,1,2,FR,,1-May-20,others,-supermarket
11558198326,35-44,1,0,FR,,1-May-20,FR,-supermarket
11558233859,35-44,0,0,FR,,1-May-20,FR,
11558234581,55-64,0,0,FR,,1-May-20,LU,
11558240997,45-54,3,0,FR,,1-May-20,LU,-supermarket
11558272112,45-54,2,0,FR,,1-May-20,PT,-supermarket
11558281542,45-54,3,2,FR,,1-May-20,FR,-work
11558292776,55-64,1,4,FR,,1-May-20,IT,-home
11558293778,35-44,4,0,FR,,1-May-20,LU,
11558298747,35-44,0,0,FR,,1-May-20,FR,
11558300286,35-44,2,1,FR,,1-May-20,BE,-other
11558317807,55-64,3,0,FR,,1-May-20,PT,-supermarket
11558370476,25-34,1,2,FR,,1-May-20,FR,-other
11558383894,65-74,0,1,FR,,1-May-20,LU,-fun
11558396299,45-54,2,2,FR,,1-May-20,LU,-other
11558402193,25-34,1,0,FR,,1-May-20,FR,
11558406907,25-34,1,0,FR,,1-May-20,FR,
11558409127,35-44,4,10 ou plus,FR,,1-May-20,FR,-work
11558415895,55-64,3,3,FR,,1-May-20,BE,-work
11558432141,45-54,3,0,FR,,1-May-20,LU,-work
11558433358,45-54,4,0,FR,,1-May-20,LU,
11558455249,45-54,1,0,FR,,1-May-20,FR,
11558480498,25-34,1,10 ou plus,FR,,1-May-20,others,-work
11558481117,35-44,1,1,FR,,1-May-20,FR,-other
11558492818,18-24,3,3,FR,,1-May-20,LU,
11558517112,45-54,2,9-Jun,FR,,1-May-20,LU,-work
11558525188,25-34,3,3,FR,,1-May-20,BE,-other
11558525473,18-24,4,4,FR,,1-May-20,PT,-other
11558550294,65-74,2,0,FR,,1-May-20,BE,-home
11558557733,55-64,0,1,FR,,1-May-20,LU,-other
11558566898,45-54,1,10 ou plus,FR,,1-May-20,IT,-work
11558583190,65-74,1,3,FR,,1-May-20,LU,-fun
11558594584,55-64,3,0,FR,,1-May-20,IT,
11558600099,25-34,0,0,FR,,1-May-20,others,
11558618433,55-64,1,0,FR,,1-May-20,FR,
11558645537,45-54,3,0,FR,,1-May-20,IT,-supermarket
11558649648,25-34,1,0,FR,,1-May-20,PT,
11558657374,35-44,4,9-Jun,FR,,1-May-20,LU,-fun
11558660534,45-54,5 ou plus,0,FR,,1-May-20,LU,-work
11558663959,18-24,5 ou plus,0,FR,,1-May-20,LU,
11558680345,35-44,4,0,FR,,1-May-20,PT,
11558685867,45-54,3,3,FR,,1-May-20,BE,-other
11558691654,45-54,3,10 ou plus,FR,,1-May-20,FR,-work
11558720061,45-54,1,2,FR,,1-May-20,FR,-other
11558722189,25-34,5 ou plus,0,FR,,1-May-20,LU,
11558725259,25-34,3,0,FR,,1-May-20,BE,
11558728507,55-64,1,0,FR,,1-May-20,LU,-supermarket
11558755132,45-54,2,0,FR,,1-May-20,BE,
11558760072,35-44,4,4,FR,,1-May-20,LU,-work
11558760601,35-44,1,1,FR,,1-May-20,BE,
11558793068,45-54,4,1,FR,,1-May-20,PT,-other
11558796467,35-44,2,0,FR,,1-May-20,BE,
11558806246,55-64,3,0,FR,,1-May-20,LU,
11558808616,55-64,4,3,FR,,1-May-20,LU,-other
11558810117,55-64,1,3,FR,,1-May-20,LU,-other
11558825900,55-64,1,9-Jun,FR,,1-May-20,LU,-home
11558840241,45-54,1,2,FR,,1-May-20,IT,-other
11558863076,35-44,4,0,FR,,1-May-20,FR,
11558870524,45-54,5 ou plus,2,FR,,1-May-20,FR,-other
11558891748,45-54,2,9-Jun,FR,,1-May-20,LU,-work
11558925286,35-44,2,0,FR,,1-May-20,LU,-other
11558928041,35-44,4,0,FR,,1-May-20,LU,-other
11558948160,45-54,3,9-Jun,FR,,1-May-20,LU,-supermarket
11558951134,35-44,3,0,FR,,1-May-20,others,-supermarket
11558957483,45-54,1,3,FR,,1-May-20,FR,-other
11558958986,45-54,4,0,FR,,1-May-20,others,-supermarket
11559004845,65-74,3,2,FR,,1-May-20,LU,
11559018835,65-74,1,0,FR,,1-May-20,LU,
11559025680,45-54,2,0,FR,,1-May-20,LU,
11559034689,18-24,5 ou plus,0,FR,,1-May-20,LU,
11559062211,35-44,4,0,FR,,1-May-20,others,-other
11559068299,65-74,0,1,FR,,1-May-20,IT,-other
11559102927,35-44,4,0,FR,,1-May-20,FR,
11559104930,35-44,3,0,FR,,1-May-20,others,
11559120851,25-34,4,2,FR,,1-May-20,LU,-home
11559152327,35-44,5 ou plus,4,FR,,1-May-20,BE,-work
11559155190,35-44,2,0,FR,,1-May-20,FR,
11559156126,35-44,1,4,FR,,1-May-20,LU,-work
11559156488,45-54,4,9-Jun,FR,,1-May-20,LU,-work
11559159593,55-64,3,1,FR,,1-May-20,LU,-other
11559166604,25-34,0,9-Jun,FR,,1-May-20,LU,-work
11559170224,45-54,1,0,FR,,1-May-20,FR,
11559202917,45-54,1,1,FR,,1-May-20,PT,-other
11559230782,45-54,2,0,FR,,1-May-20,LU,
11559233655,35-44,4,1,FR,,1-May-20,FR,-other
11559238217,35-44,5 ou plus,4,FR,,1-May-20,PT,-work
11559248794,35-44,2,0,FR,,1-May-20,LU,
11559297251,35-44,3,0,FR,,1-May-20,LU,
11559301326,18-24,2,1,FR,,1-May-20,FR,-home
11559303378,25-34,3,0,FR,,1-May-20,LU,-other
11559306158,35-44,4,3,FR,,1-May-20,LU,-work
11559318272,55-64,2,0,FR,,1-May-20,LU,
11559403192,18-24,3,0,FR,,1-May-20,LU,-other
11559509272,45-54,2,0,FR,,1-May-20,FR,-supermarket
11559518022,55-64,2,2,FR,,1-May-20,LU,-home
11559523043,45-54,4,0,FR,,1-May-20,LU,
11559523749,55-64,1,0,FR,,1-May-20,LU,
11559533279,35-44,3,1,FR,,1-May-20,LU,-home
11559558104,45-54,0,1,FR,,1-May-20,LU,-home
11559644561,35-44,5 ou plus,0,FR,,2-May-20,PT,-supermarket
11559792076,35-44,3,2,FR,,2-May-20,PT,-work
11559872398,35-44,2,5,FR,,2-May-20,FR,-work
11559881900,55-64,1,5,FR,,2-May-20,PT,-work
11559932736,45-54,2,1,FR,,2-May-20,PT,-supermarket
11559962107,45-54,1,1,FR,,2-May-20,BE,-home
11559973192,45-54,0,0,FR,,2-May-20,PT,-supermarket
11559980134,35-44,2,2,FR,,2-May-20,LU,-fun
11560008529,55-64,1,0,FR,,2-May-20,LU,
11560010846,45-54,2,0,FR,,2-May-20,LU,
11560024715,35-44,2,0,FR,,2-May-20,BE,
11560024864,55-64,2,0,FR,,2-May-20,FR,-other
11560036508,25-34,3,0,FR,,2-May-20,LU,-other
11560037744,55-64,4,2,FR,,2-May-20,LU,-other
11560041969,65-74,1,0,FR,,2-May-20,LU,
11560047425,45-54,2,0,FR,,2-May-20,LU,-supermarket
11560052652,55-64,1,0,FR,,2-May-20,LU,
11560055910,45-54,1,0,FR,,2-May-20,LU,
11560056232,35-44,0,0,FR,,2-May-20,LU,
11560058334,25-34,5 ou plus,0,FR,,2-May-20,PT,
11560059647,55-64,1,0,FR,,2-May-20,BE,
11560066853,45-54,3,0,FR,,2-May-20,BE,
11560071079,75-84,2,0,FR,,2-May-20,BE,-supermarket
11560072337,35-44,1,4,FR,,2-May-20,LU,-other
11560073003,45-54,2,9-Jun,FR,,2-May-20,LU,-work
11560078742,25-34,0,5,FR,,2-May-20,IT,-work
11560100869,35-44,4,2,FR,,2-May-20,LU,-fun
11560103086,55-64,3,1,FR,,2-May-20,LU,-other
11560108087,35-44,4,2,FR,,2-May-20,FR,-other
11560111332,55-64,1,0,FR,,2-May-20,BE,
11560116963,35-44,5 ou plus,3,FR,,2-May-20,BE,-work
11560122743,35-44,2,1,FR,,2-May-20,FR,-other
11560128889,45-54,3,0,FR,,2-May-20,LU,
11560131774,45-54,2,0,FR,,2-May-20,LU,-supermarket
11560133843,45-54,5 ou plus,0,FR,,2-May-20,LU,
11560134604,25-34,5 ou plus,0,FR,,2-May-20,PT,-home
11560144611,45-54,3,2,FR,,2-May-20,DE,-home
11560152099,35-44,2,0,FR,,2-May-20,LU,
11560157847,45-54,0,0,FR,,2-May-20,LU,
11560160768,45-54,3,0,FR,,2-May-20,LU,
11560162204,55-64,2,1,FR,,2-May-20,others,-supermarket
11560162683,25-34,1,2,FR,,2-May-20,LU,-home
11560166579,35-44,2,0,FR,,2-May-20,FR,
11560177888,55-64,5 ou plus,1,FR,,2-May-20,LU,-supermarket
11560183207,35-44,3,9-Jun,FR,,2-May-20,LU,-work
11560184536,45-54,5 ou plus,1,FR,,2-May-20,PT,-other
11560194307,45-54,4,9-Jun,FR,,2-May-20,LU,-work
11560204451,35-44,5 ou plus,5,FR,,2-May-20,LU,-home
11560210827,45-54,4,0,FR,,2-May-20,BE,
11560241009,25-34,2,1,FR,,2-May-20,others,-fun
11560254555,25-34,2,0,FR,,2-May-20,others,
11560262460,25-34,1,1,FR,,2-May-20,LU,-fun
11560264995,35-44,3,1,FR,,2-May-20,LU,-home
11560265596,45-54,4,0,FR,,2-May-20,LU,-work
11560269867,45-54,3,2,FR,,2-May-20,LU,-work
11560275190,35-44,2,0,FR,,2-May-20,LU,
11560280541,35-44,1,2,FR,,2-May-20,FR,-work
11560292004,45-54,5 ou plus,0,FR,,2-May-20,FR,-supermarket
11560316061,35-44,0,0,FR,,2-May-20,,
11560321924,45-54,2,0,FR,,2-May-20,LU,-work
11560326954,25-34,1,0,FR,,2-May-20,LU,-other
11560330825,35-44,4,0,FR,,2-May-20,LU,-supermarket
11560340212,35-44,3,0,FR,,2-May-20,BE,-supermarket
11560340746,25-34,2,9-Jun,FR,,2-May-20,LU,-other
11560371586,45-54,1,0,FR,,2-May-20,LU,
11560372478,45-54,4,0,FR,,2-May-20,FR,
11560375380,55-64,1,0,FR,,2-May-20,LU,
11560378722,35-44,2,1,FR,,2-May-20,FR,-other
11560381316,45-54,3,1,FR,,2-May-20,IT,-home
11560394140,25-34,3,9-Jun,FR,,2-May-20,LU,-other
11560400242,45-54,4,0,FR,,2-May-20,LU,
11560404940,45-54,3,2,FR,,2-May-20,FR,-home
11560409498,35-44,3,0,FR,,2-May-20,FR,-other
11560410440,55-64,1,2,FR,,2-May-20,LU,-supermarket
11560413674,45-54,2,10 ou plus,FR,,2-May-20,LU,-home
11560421264,35-44,3,0,FR,,2-May-20,others,
11560441196,45-54,3,3,FR,,2-May-20,LU,-other
11560442699,55-64,1,0,FR,,2-May-20,LU,
11560455054,55-64,1,0,FR,,2-May-20,BE,
11560461227,55-64,3,0,FR,,2-May-20,LU,
11560461719,35-44,3,0,FR,,2-May-20,others,-supermarket
11560463024,18-24,2,0,FR,,2-May-20,PT,
11560479878,65-74,2,2,FR,,2-May-20,LU,-fun
11560521798,25-34,4,2,FR,,2-May-20,LU,-home
11560532862,25-34,4,1,FR,,2-May-20,PT,-other
11560534379,45-54,3,2,FR,,2-May-20,BE,-fun
11560566755,35-44,5 ou plus,0,FR,,2-May-20,LU,-supermarket
11560590583,45-54,2,0,FR,,2-May-20,LU,-work
11560599505,45-54,3,2,FR,,2-May-20,LU,-supermarket
11560611188,25-34,3,0,FR,,2-May-20,LU,
11560617991,55-64,0,10 ou plus,FR,,2-May-20,BE,-work
11560623161,55-64,2,0,FR,,2-May-20,LU,
11560640071,25-34,1,3,FR,,2-May-20,others,-home
11560648869,35-44,1,2,FR,,2-May-20,BE,-other
11560678664,45-54,1,1,FR,,2-May-20,others,-supermarket
11560698481,55-64,1,0,FR,,2-May-20,BE,-other
11560701727,55-64,1,0,FR,,2-May-20,FR,
11560717498,55-64,1,0,FR,,2-May-20,LU,
11560760999,45-54,3,2,FR,,2-May-20,others,-supermarket
11560767332,35-44,4,1,FR,,2-May-20,LU,-other
11560776276,35-44,4,4,FR,,2-May-20,PT,
11560779731,35-44,4,0,FR,,2-May-20,PT,-supermarket
11560781234,35-44,4,3,FR,,2-May-20,FR,-home
11560791900,45-54,3,1,FR,,2-May-20,PT,-home
11560800535,35-44,2,4,FR,,2-May-20,LU,-supermarket
11560811434,65-74,2,2,FR,,2-May-20,LU,-supermarket
11560812100,45-54,2,0,FR,,2-May-20,BE,-other
11560816398,25-34,1,2,FR,,2-May-20,FR,-home
11560836734,45-54,3,3,FR,,2-May-20,LU,-home
11560837245,55-64,1,0,FR,,2-May-20,LU,
11560856460,65-74,1,0,FR,,2-May-20,BE,-other
11560862193,25-34,1,0,FR,,2-May-20,LU,
11560863072,45-54,3,1,FR,,2-May-20,BE,-home
11560892799,45-54,2,0,FR,,2-May-20,BE,-supermarket
11560897909,18-24,1,2,FR,,2-May-20,FR,-supermarket
11688571362,25-34,0,4,EN,3,11-Jun-20,LU,-home-fun
11690452630,55-64,1,1,EN,,12-Jun-20,others,-home
11690464842,55-64,0,2,EN,1,12-Jun-20,LU,-res_bar
11690465329,55-64,1,5,EN,5,12-Jun-20,LU,-home
11690481129,25-34,2,0,EN,,12-Jun-20,LU,-work-fun
11690483948,35-44,3,4,EN,4,12-Jun-20,others,-fun
11690497628,45-54,3,1,EN,1,12-Jun-20,LU,-fun
11690503182,35-44,3,7,EN,1,12-Jun-20,FR,-work
11690515742,45-54,1,2,EN,,12-Jun-20,LU,-other
11690517300,35-44,3,7,EN,2,12-Jun-20,LU,-supermarket-other
11690523679,55-64,3,7,EN,5,12-Jun-20,LU,-home
11690533200,55-64,2,0,EN,,12-Jun-20,others,
11690543846,45-54,1,0,EN,,12-Jun-20,others,
11690547560,35-44,4,2,EN,2,12-Jun-20,LU,-other
11690560078,35-44,1,1,EN,,12-Jun-20,others,-supermarket
11690564476,65-74,1,0,EN,,12-Jun-20,LU,
11690565164,35-44,3,1,EN,,12-Jun-20,LU,-supermarket
11690575519,75-84,0,1,EN,1,12-Jun-20,others,-home
11690576041,35-44,2,0,EN,2,12-Jun-20,LU,
11690585827,25-34,1,3,EN,3,12-Jun-20,others,-work-home-other
11690592899,35-44,3,12,EN,,12-Jun-20,others,-work
11690597120,35-44,1,15,EN,5,12-Jun-20,LU,-work
11690597152,45-54,3,2,EN,,12-Jun-20,PT,-other
11690599259,45-54,4,1,EN,1,12-Jun-20,,-other
11690605368,35-44,3,7,EN,7,12-Jun-20,others,-work-other
11690612203,35-44,3,1,EN,,12-Jun-20,others,-res_bar
11690636750,65-74,1,0,EN,,12-Jun-20,LU,
11690648666,35-44,0,0,EN,,12-Jun-20,others,
11690654923,45-54,3,2,EN,2,12-Jun-20,LU,-other
11690660677,35-44,2,3,EN,1,12-Jun-20,others,-home-school
11690664032,35-44,2,1,EN,,12-Jun-20,others,-supermarket
11690664779,45-54,4,0,EN,,12-Jun-20,PT,
11690672359,55-64,3,0,EN,,12-Jun-20,others,
11690690531,35-44,1,0,EN,,12-Jun-20,others,
11690706041,35-44,0,1,EN,1,12-Jun-20,,-work
11690712542,35-44,3,1,EN,1,12-Jun-20,LU,-home
11690717610,45-54,3,2,EN,,12-Jun-20,LU,-other
11690720014,35-44,3,4,EN,4,12-Jun-20,LU,-supermarket-fun-res_bar
11690720696,55-64,2,1,EN,1,12-Jun-20,others,-home
11690723486,25-34,2,10,EN,2,12-Jun-20,FR,-home
11690733997,35-44,0,1,EN,1,12-Jun-20,LU,-other
11690734864,45-54,3,1,EN,,12-Jun-20,others,-supermarket
11690737232,55-64,1,3,EN,3,12-Jun-20,LU,-home
11690744686,45-54,0,1,EN,,12-Jun-20,others,-home
11690750204,25-34,1,0,EN,,12-Jun-20,others,
11690751197,35-44,3,4,EN,2,12-Jun-20,LU,-work
11690755204,45-54,2,0,EN,,12-Jun-20,others,
11690757011,45-54,3,1,EN,,12-Jun-20,others,-res_bar
11690769870,55-64,0,0,EN,,12-Jun-20,others,
11690811301,45-54,2,0,EN,1,12-Jun-20,DE,-home
11690811903,35-44,2,2,EN,1,12-Jun-20,LU,-home
11690816478,55-64,3,0,EN,,12-Jun-20,others,-home-supermarket-other
11690819769,45-54,2,25 or more,EN,1,12-Jun-20,FR,-supermarket-other-res_bar
11690820580,25-34,2,2,EN,2,12-Jun-20,others,-home
11690836147,65-74,0,4,EN,1,12-Jun-20,IT,-supermarket
11690843219,35-44,1,1,EN,,12-Jun-20,LU,-other
11690852154,45-54,2,0,EN,,12-Jun-20,others,-supermarket
11690854082,25-34,1,0,EN,1,12-Jun-20,LU,
11690867836,13-17,3,1,EN,1,12-Jun-20,others,-fun
11690873694,65-74,0,3,EN,1,12-Jun-20,LU,-supermarket
11690875673,25-34,2,0,EN,1,12-Jun-20,LU,-other
11690896344,55-64,3,9,EN,1,12-Jun-20,others,-supermarket
11690896772,55-64,1,3,EN,3,12-Jun-20,FR,-fun
11690898580,35-44,1,1,EN,,12-Jun-20,LU,-supermarket
11690902757,25-34,0,1,EN,,12-Jun-20,others,-fun
11690911492,45-54,3,2,EN,1,12-Jun-20,BE,-home-fun
11690911596,45-54,3,9,EN,6,12-Jun-20,DE,-home-supermarket-fun
11690945125,55-64,2,6,EN,6,12-Jun-20,LU,-home-fun
11690954121,55-64,1,4,EN,1,12-Jun-20,LU,-home-res_bar
11690966937,35-44,0,6,EN,1,12-Jun-20,IT,-work
11690977863,55-64,1,3,EN,1,12-Jun-20,LU,-fun
11691010183,35-44,2,9,EN,1,12-Jun-20,LU,-home-school-other-res_bar
11691025344,45-54,2,4,EN,1,12-Jun-20,others,-other-res_bar
11691066937,55-64,1,3,EN,1,12-Jun-20,LU,-home
11691083934,35-44,1,0,EN,1,12-Jun-20,IT,-work-fun
11691102389,45-54,5 or more,9,EN,4,12-Jun-20,LU,-home-other
11691130857,55-64,5 or more,0,EN,,12-Jun-20,others,
11691145430,65-74,2,9,EN,9,12-Jun-20,LU,-home
11691163235,45-54,1,0,EN,,12-Jun-20,LU,-home-supermarket
11691170702,45-54,2,0,EN,,12-Jun-20,FR,-supermarket
11691171940,55-64,1,0,EN,,12-Jun-20,LU,
11691175826,18-24,0,2,EN,2,12-Jun-20,LU,-home
11691190250,35-44,0,9,EN,25 or more,12-Jun-20,LU,-work-res_bar
11691197046,65-74,1,3,EN,1,12-Jun-20,others,-home-supermarket
11691199245,45-54,2,2,EN,2,12-Jun-20,others,-home
11691199379,35-44,3,2,EN,,12-Jun-20,FR,-other
11691209026,35-44,1,1,EN,1,12-Jun-20,,-supermarket
11691209857,55-64,2,1,EN,,12-Jun-20,LU,-other
11691219797,55-64,3,0,EN,,12-Jun-20,LU,-work-other
11691244828,25-34,1,1,EN,1,12-Jun-20,others,-res_bar
11691252870,55-64,1,1,EN,1,12-Jun-20,LU,-home
11691262371,35-44,3,4,EN,4,12-Jun-20,LU,-other
11691263941,55-64,2,0,EN,,12-Jun-20,LU,
11691304085,45-54,4,4,EN,1,12-Jun-20,IT,-supermarket-res_bar
11691315299,45-54,3,2,EN,0,12-Jun-20,LU,-work
11691359907,65-74,4,9,EN,3,12-Jun-20,LU,-home-supermarket-fun
11691380848,55-64,1,1,EN,1,12-Jun-20,others,-fun
11691390788,25-34,1,2,EN,2,12-Jun-20,others,-fun
11691410579,45-54,4,0,EN,0,12-Jun-20,LU,
11691424921,35-44,5 or more,2,EN,0,12-Jun-20,LU,-work
11691430915,45-54,3,15,EN,0,12-Jun-20,LU,-work-school
11691450765,55-64,2,4,EN,0,12-Jun-20,others,-other-res_bar
11691482496,45-54,3,10,EN,5,12-Jun-20,LU,-work-other-res_bar
11691482883,45-54,4,9,EN,0,12-Jun-20,others,-work-supermarket-other
11691483011,25-34,0,0,EN,0,12-Jun-20,LU,
11691496659,55-64,2,3,EN,3,12-Jun-20,LU,-supermarket
11691498602,65-74,1,0,EN,1,12-Jun-20,LU,-supermarket
11691528518,18-24,5 or more,1,EN,1,12-Jun-20,LU,-other
11691540539,25-34,1,1,EN,0,12-Jun-20,others,-supermarket
11691548486,45-54,3,0,EN,0,12-Jun-20,others,-work-supermarket
11691553280,45-54,4,1,EN,1,12-Jun-20,LU,-home
11691560656,25-34,2,3,EN,1,12-Jun-20,LU,-home-supermarket
11691581543,25-34,0,6,EN,5,12-Jun-20,LU,-work-home
11691605882,25-34,1,0,EN,0,12-Jun-20,others,-supermarket
11691606138,45-54,0,2,EN,1,12-Jun-20,FR,-supermarket-other
11691607323,18-24,3,10,EN,0,12-Jun-20,,-supermarket-school
11691610869,25-34,1,3,EN,2,12-Jun-20,LU,-other-res_bar
11691613148,25-34,2,0,EN,0,12-Jun-20,others,
11691665954,25-34,0,15,EN,12,12-Jun-20,others,-work
11691666031,55-64,1,9,EN,1,12-Jun-20,LU,-work-fun
11691748143,25-34,0,6,EN,4,12-Jun-20,LU,-home-res_bar
11691776062,35-44,4,6,EN,1,12-Jun-20,LU,-work-home
11691786796,35-44,0,0,EN,0,12-Jun-20,others,-fun
11691836212,35-44,1,0,EN,0,12-Jun-20,BE,
11691838314,55-64,2,0,EN,,12-Jun-20,others,
11691861123,35-44,0,1,EN,1,12-Jun-20,others,-res_bar
11691863641,35-44,2,4,EN,4,12-Jun-20,IT,-home
11691869587,45-54,4,20,EN,0,12-Jun-20,others,-work
11691871467,65-74,1,0,EN,,12-Jun-20,LU,-other
11691874573,45-54,4,4,EN,0,12-Jun-20,others,-supermarket
11691888934,35-44,1,1,EN,1,12-Jun-20,LU,-other
11691911320,45-54,3,12,EN,2,12-Jun-20,others,-work-supermarket
11692010545,35-44,3,6,EN,6,12-Jun-20,LU,-home-fun
11692012458,25-34,1,0,EN,0,12-Jun-20,IT,
11692042900,45-54,1,0,EN,,12-Jun-20,others,
11692065599,45-54,0,25 or more,EN,1,12-Jun-20,BE,-work-res_bar
11692107573,25-34,1,2,EN,0,12-Jun-20,LU,-supermarket-other
11692112535,25-34,1,2,EN,1,12-Jun-20,others,-other
11692145498,25-34,2,15,EN,5,12-Jun-20,others,-work
11692150128,55-64,2,2,EN,0,12-Jun-20,LU,-supermarket-other
11692195375,65-74,1,2,EN,2,12-Jun-20,LU,-other
11692226525,45-54,1,3,EN,2,12-Jun-20,LU,-work-home
11692253917,35-44,3,0,EN,0,12-Jun-20,,
11692310339,18-24,1,0,EN,0,12-Jun-20,LU,
11692322108,45-54,3,8,EN,7,12-Jun-20,PT,-work
11692379430,45-54,3,1,EN,0,12-Jun-20,others,-other
11692425542,25-34,0,0,EN,0,12-Jun-20,others,
11692443697,45-54,2,14,EN,10,12-Jun-20,LU,-work-supermarket-school-res_bar
11692473225,35-44,2,0,EN,0,12-Jun-20,PT,-fun
11692491506,55-64,3,25 or more,EN,12,12-Jun-20,LU,-work-other
11692502831,35-44,0,2,EN,0,12-Jun-20,IT,-other
11692514280,45-54,2,7,EN,7,12-Jun-20,LU,-work-home-other-fun
11692521914,55-64,2,2,EN,0,12-Jun-20,LU,-res_bar
11692540207,35-44,0,2,EN,0,12-Jun-20,LU,-work-other
11692573732,35-44,4,10,EN,5,12-Jun-20,PT,-work
11692610300,35-44,0,3,EN,1,12-Jun-20,others,-supermarket
11692645805,35-44,3,5,EN,5,12-Jun-20,DE,-fun
11692649288,45-54,2,0,EN,0,12-Jun-20,others,
11692665090,25-34,1,5,EN,1,12-Jun-20,others,-home-fun
11692696298,45-54,5 or more,2,EN,2,12-Jun-20,others,-fun
11692713981,45-54,2,0,EN,0,12-Jun-20,LU,
11692735632,45-54,4,2,EN,0,12-Jun-20,others,-work
11692779300,25-34,3,6,EN,5,12-Jun-20,LU,-fun
11692786047,25-34,3,6,EN,6,12-Jun-20,others,-fun
11692813851,25-34,2,7,EN,5,12-Jun-20,others,-home-res_bar
11692836146,55-64,1,2,EN,2,12-Jun-20,others,-home
11692869629,35-44,2,1,EN,1,12-Jun-20,others,-fun
11692872247,65-74,1,7,EN,7,12-Jun-20,LU,-other
11692876279,45-54,0,0,EN,0,12-Jun-20,LU,
11692885352,35-44,1,1,EN,0,12-Jun-20,FR,-supermarket
11692896504,45-54,0,22,EN,10,12-Jun-20,others,-work-home
11692953290,45-54,2,1,EN,1,12-Jun-20,IT,-other
11692968282,45-54,1,0,EN,0,12-Jun-20,others,-other
11692970504,35-44,2,2,EN,2,12-Jun-20,others,-fun
11692975282,35-44,0,0,EN,0,12-Jun-20,PT,
11692983265,25-34,0,2,EN,2,12-Jun-20,BE,-work
11692983856,35-44,1,0,EN,0,12-Jun-20,others,-supermarket-other
11693062354,35-44,2,2,EN,2,12-Jun-20,others,-fun
11693069196,35-44,2,2,EN,2,12-Jun-20,FR,-home
11693072239,45-54,4,4,EN,0,12-Jun-20,FR,-work-supermarket
11693074631,35-44,2,2,EN,1,12-Jun-20,DE,-supermarket-res_bar
11693077092,25-34,1,4,EN,3,12-Jun-20,others,-home
11693083836,25-34,1,5,EN,0,12-Jun-20,LU,-fun
11693087513,55-64,1,2,EN,0,12-Jun-20,DE,-home-other
11693105577,25-34,2,2,EN,0,13-Jun-20,others,-supermarket-other
11693123598,35-44,1,2,EN,0,13-Jun-20,LU,-other
11693196793,55-64,1,2,EN,1,13-Jun-20,LU,-home-fun
11693221883,35-44,1,10,EN,2,13-Jun-20,LU,-work
11693241904,45-54,1,0,EN,,13-Jun-20,FR,
11693318241,55-64,0,1,EN,1,13-Jun-20,LU,-fun
11693349675,55-64,2,7,EN,7,13-Jun-20,others,-home-other-res_bar
11693353133,45-54,2,0,EN,0,13-Jun-20,others,
11693642814,25-34,0,0,EN,0,13-Jun-20,IT,-other-fun-res_bar
11693892633,35-44,3,0,EN,,13-Jun-20,LU,
11694185953,35-44,1,22,EN,6,13-Jun-20,LU,-work-res_bar
11694872753,35-44,2,6,EN,2,13-Jun-20,,-school-res_bar
11695647548,45-54,3,4,EN,0,14-Jun-20,others,-work-fun
11696378063,25-34,1,5,EN,5,14-Jun-20,LU,-res_bar
11696946429,35-44,2,10,EN,4,15-Jun-20,LU,-home-fun
